# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct 22 10:17:24 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN tic_id:         TIC ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
#
pl_name,hostname,k2_name,tic_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,ttv_flag
K2-271 b,K2-271,K2-271 b,TIC 60286662,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,8.56200000,,,0,,,,,,,,,,,,,,,,,,,,,,2457141.150000,,,0,0
K2-271 b,K2-271,K2-271 b,TIC 60286662,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,8.56242100,0.00012700,-0.00012700,0,0.077000,0.000800,-0.000900,0,7.280,0.230,-0.230,0,0.649,0.021,-0.021,0,,,,,,,,,,2457149.712710,0.000530,-0.000530,0,0
K2-272 b,K2-272,K2-272 b,TIC 46259692,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,14.45403400,,,0,,,,,3.200,,,0,0.290,,,0,,,,,,,,,,2458098.790620,,,0,0
K2-272 b,K2-272,K2-272 b,TIC 46259692,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,14.45353300,0.00132800,-0.00136000,0,0.108100,0.001600,-0.001700,0,2.910,0.150,-0.150,0,0.260,0.013,-0.013,0,,,,,,,,,,2457144.858640,0.002880,-0.002960,0,0
K2-272 b,K2-272,K2-272 b,TIC 46259692,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,14.45107000,0.00098000,-0.00095000,0,,,,,2.960,0.150,-0.340,0,0.264,0.013,-0.030,0,,,,,,,,,,2457144.861000,0.002400,-0.002500,0,0
K2-272 b,K2-272,K2-272 b,TIC 46259692,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,14.45200000,,,0,,,,,,,,,,,,,,,,,,,,,,2457144.860000,,,0,0
K2-272 b,K2-272,K2-272 b,TIC 46259692,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,14.45182127,,,0,,,,,,,,,,,,,,,,,,,,,,2457144.860466,,,0,0
K2-272 b,K2-272,K2-272 b,TIC 46259692,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210903346C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2021</a>,14.45367560,0.00002430,-0.00002400,0,0.100700,0.019900,-0.035400,0,3.130,0.380,-0.210,0,0.279,0.034,-0.019,0,,,,,,,,,,2457144.854132,0.001432,-0.001503,0,0
K2-272 b,K2-272,K2-272 b,TIC 46259692,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,14.45351300,0.00172700,-0.00178300,0,,,,,2.700,0.400,-0.200,0,0.240,0.040,-0.020,0,,,,,,,,,,2457144.858640,0.004018,-0.004065,0,0
K2-273 b,K2-273,K2-273 b,TIC 175233369,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,11.72210300,,,0,,,,,2.800,,,0,0.250,,,0,,,,,,,,,,2458098.368200,,,0,0
K2-273 b,K2-273,K2-273 b,TIC 175233369,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,11.71660300,0.00117300,-0.00118800,0,,,,,4.200,2.700,-0.400,0,0.370,0.240,-0.040,0,,,,,,,,,,2457149.100260,0.003573,-0.003716,0,0
K2-273 b,K2-273,K2-273 b,TIC 175233369,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210903346C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2021</a>,11.71956630,0.00001340,-0.00001350,0,0.072900,0.005300,-0.014100,0,3.050,0.230,-0.120,0,0.272,0.021,-0.011,0,,,,,,,,,,2457149.096162,0.000953,-0.000991,0,0
K2-273 b,K2-273,K2-273 b,TIC 175233369,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,11.72000000,,,0,,,,,,,,,,,,,,,,,,,,,,2457149.097000,,,0,0
K2-273 b,K2-273,K2-273 b,TIC 175233369,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,11.71633200,0.00117200,-0.00119800,0,0.097400,0.001100,-0.001100,0,4.420,1.280,-1.280,0,0.394,0.114,-0.114,0,,,,,,,,,,2457149.101170,0.003770,-0.003760,0,0
K2-273 b,K2-273,K2-273 b,TIC 175233369,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=LIBRALATO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1780L/abstract target=ref>Libralato et al. 2016</a>,11.72222800,0.00043900,-0.00043900,0,,,,,2.700,,,0,0.240,,,0,,,,,,,,,,2457149.084281,0.001422,-0.001422,0,0
K2-273 b,K2-273,K2-273 b,TIC 175233369,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,11.71885000,0.00060000,-0.00060000,0,,,,,3.340,0.230,-0.550,0,0.298,0.021,-0.049,0,,,,,,,,,,2457149.099900,0.002000,-0.001900,0,0
K2-273 b,K2-273,K2-273 b,TIC 175233369,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,11.71571445,,,0,,,,,,,,,,,,,,,,,,,,,,2457149.106617,,,0,0
K2-274 b,K2-274,K2-274 b,TIC 195193560,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,14.11544241,,,0,,,,,,,,,,,,,,,,,,,,,,2457145.149412,,,0,0
K2-274 b,K2-274,K2-274 b,TIC 195193560,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,14.13018400,0.00218200,-0.00212000,0,,,,,2.200,0.300,-0.100,0,0.200,0.030,-0.010,0,,,,,,,,,,2457145.119980,0.005477,-0.005595,0,0
K2-274 b,K2-274,K2-274 b,TIC 195193560,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=LIBRALATO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.1780L/abstract target=ref>Libralato et al. 2016</a>,14.13014200,0.00084400,-0.00084400,0,,,,,2.410,,,0,0.215,,,0,,,,,,,,,,2457145.117423,0.002062,-0.002062,0,0
K2-274 b,K2-274,K2-274 b,TIC 195193560,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,14.13342700,0.00100200,-0.00103000,0,,,,,2.321,0.528,-0.168,0,0.210,0.050,-0.010,0,,,,,,,,,,2457145.111430,0.002595,-0.002547,0,0
K2-274 b,K2-274,K2-274 b,TIC 195193560,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,14.12971400,0.00210200,-0.00187600,0,0.106400,0.000800,-0.000900,0,2.200,0.120,-0.120,0,0.196,0.011,-0.011,0,,,,,,,,,,2457145.121090,0.004940,-0.005400,0,0
K2-274 b,K2-274,K2-274 b,TIC 195193560,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,14.13168000,0.00066000,-0.00067000,0,,,,,2.180,0.150,-0.460,0,0.194,0.013,-0.041,0,,,,,,,,,,2457145.117500,0.001600,-0.001600,0,0
K2-274 b,K2-274,K2-274 b,TIC 195193560,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,14.12900000,,,0,,,,,,,,,,,,,,,,,,,,,,2457145.122000,,,0,0
K2-274 b,K2-274,K2-274 b,TIC 195193560,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210903346C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2021</a>,14.13303140,0.00002820,-0.00002820,0,0.096400,0.005900,-0.016300,0,2.080,0.120,-0.070,0,0.186,0.011,-0.006,0,,,,,,,,,,2457145.111261,0.001386,-0.001438,0,0
K2-275 b,K2-275,K2-275 b,TIC 332022997,1,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,3.28096260,0.00000160,-0.00000160,0,0.027700,0.014100,-0.008200,0,2.340,0.250,-0.270,0,0.209,0.022,-0.024,0,,,,,,,,,,2457142.133959,0.000337,-0.000335,0,0
K2-275 b,K2-275,K2-275 b,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,3.28096100,0.00011200,-0.00010700,0,0.040000,0.000300,-0.000300,0,2.240,0.120,-0.120,0,0.200,0.011,-0.011,0,,,,,,,,,,2457142.133430,0.001420,-0.001420,0,0
K2-275 b,K2-275,K2-275 b,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.28095980,0.00000470,-0.00000470,0,,,,,2.037,0.134,-0.134,0,0.182,0.012,-0.012,0,,,,,,,,,,2459550.358225,0.002875,-0.002875,0,0
K2-275 b,K2-275,K2-275 b,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,3.28100000,,,0,,,,,,,,,,,,,,,,,,,,,,2457142.135000,,,0,0
K2-275 b,K2-275,K2-275 b,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,3.28092600,0.00008600,-0.00009000,0,,,,,2.300,0.300,-0.100,0,0.210,0.030,-0.010,0,,,,,,,,,,2457142.133640,0.001161,-0.001080,0,0
K2-275 b,K2-275,K2-275 b,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,3.28085800,0.00016700,-0.00016900,0,,,,,2.129,0.150,-0.121,0,0.190,0.010,-0.010,0,,,,,,,,,,2457142.134520,0.002226,-0.002096,0,0
K2-275 b,K2-275,K2-275 b,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,3.28046294,,,0,,,,,,,,,,,,,,,,,,,,,,2457142.137980,,,0,0
K2-275 b,K2-275,K2-275 b,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.28094800,0.00004500,-0.00004500,0,,,,,2.260,0.130,-0.230,0,0.202,0.012,-0.021,0,,,,,,,,,,2457142.133780,0.000570,-0.000570,0,0
K2-275 c,K2-275,K2-275 c,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,8.43875600,0.00026900,-0.00027100,0,0.075000,0.000500,-0.000500,0,2.340,0.100,-0.100,0,0.209,0.009,-0.009,0,,,,,,,,,,2457142.487820,0.001210,-0.001280,0,0
K2-275 c,K2-275,K2-275 c,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,8.43863500,0.00033400,-0.00033400,0,,,,,2.500,0.300,-0.100,0,0.220,0.030,-0.010,0,,,,,,,,,,2457142.487960,0.001446,-0.001429,0,0
K2-275 c,K2-275,K2-275 c,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.43903000,0.00016000,-0.00016000,0,,,,,2.510,0.280,-0.370,0,0.224,0.025,-0.033,0,,,,,,,,,,2457142.485760,0.000800,-0.000820,0,0
K2-275 c,K2-275,K2-275 c,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,8.43883590,0.00000880,-0.00000880,0,,,,,2.386,0.151,-0.151,0,0.213,0.014,-0.014,0,,,,,,,,,,2459572.871765,0.001938,-0.001938,0,0
K2-275 c,K2-275,K2-275 c,TIC 332022997,1,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,8.43883850,0.00000750,-0.00000670,0,0.088100,0.004900,-0.010400,0,2.210,0.080,-0.060,0,0.197,0.007,-0.005,0,,,,,,,,,,2457142.486716,0.000458,-0.000502,0,0
K2-275 c,K2-275,K2-275 c,TIC 332022997,0,CONFIRMED,Livingston et al. 2018,1,2,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,8.43800000,,,0,,,,,,,,,,,,,,,,,,,,,,2457142.495000,,,0,0
K2-276 b,K2-276,K2-276 b,TIC 14570090,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,18.71100000,,,0,,,,,,,,,,,,,,,,,,,,,,2457151.886000,,,0,0
K2-276 b,K2-276,K2-276 b,TIC 14570090,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,18.71320000,0.00170000,-0.00170000,0,,,,,3.630,0.340,-0.380,0,0.324,0.030,-0.034,0,,,,,,,,,,2457151.884600,0.003200,-0.003400,0,0
K2-276 b,K2-276,K2-276 b,TIC 14570090,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,18.71763100,0.00367000,-0.00349300,0,,,,,3.200,0.400,-0.200,0,0.290,0.040,-0.020,0,,,,,,,,,,2457151.877050,0.007203,-0.008049,0,0
K2-276 b,K2-276,K2-276 b,TIC 14570090,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,18.71826900,0.00315300,-0.00300800,0,0.129100,0.001100,-0.001100,0,3.770,0.210,-0.210,0,0.336,0.019,-0.019,0,,,,,,,,,,2457151.876530,0.006200,-0.006860,0,0
K2-277 b,K2-277,K2-277 b,TIC 404421005,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,6.32700000,,,0,,,,,,,,,,,,,,,,,,,,,,2457221.228000,,,0,0
K2-277 b,K2-277,K2-277 b,TIC 404421005,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.32669000,0.00012000,-0.00012000,0,,,,,2.160,0.140,-0.270,0,0.193,0.012,-0.024,0,,,,,,,,,,2457221.231160,0.000760,-0.000720,0,0
K2-277 b,K2-277,K2-277 b,TIC 404421005,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,6.32976960,,,0,,,,,,,,,,,,,,,,,,,,,,2457227.545974,,,0,0
K2-277 b,K2-277,K2-277 b,TIC 404421005,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,6.32676300,0.00035500,-0.00036100,0,0.067500,0.000600,-0.000600,0,2.070,0.120,-0.120,0,0.185,0.011,-0.011,0,,,,,,,,,,2457221.229580,0.002210,-0.002170,0,0
K2-277 b,K2-277,K2-277 b,TIC 404421005,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,6.32668004,0.00003581,-0.00003581,0,,,,,2.290,2.260,-2.260,0,0.204,0.202,-0.202,0,,,,,,,,,,2458575.158194,0.002010,-0.002010,0,0
K2-277 b,K2-277,K2-277 b,TIC 404421005,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,6.32679600,0.00039500,-0.00039700,0,,,,,2.200,0.400,-0.200,0,0.200,0.040,-0.020,0,,,,,,,,,,2457221.229530,0.002411,-0.002472,0,0
K2-277 b,K2-277,K2-277 b,TIC 404421005,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6.32667400,0.00019600,-0.00020300,0,,,,,2.122,0.228,-0.122,0,0.190,0.020,-0.010,0,,,,,,,,,,2457221.229960,0.001256,-0.001246,0,0
K2-278 b,K2-278,K2-278 b,TIC 422334505,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,3.33300000,,,0,,,,,,,,,,,,,,,,,,,,,,2457219.846000,,,0,0
K2-278 b,K2-278,K2-278 b,TIC 422334505,0,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,3.33511500,0.00073000,-0.00088400,0,,,,,1.600,0.700,-0.600,0,0.140,0.060,-0.050,0,,,,,,,,,,2457219.821160,0.011663,-0.009916,0,0
K2-278 b,K2-278,K2-278 b,TIC 422334505,1,CONFIRMED,Livingston et al. 2018,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,3.33496600,0.00070100,-0.00085900,0,0.048800,0.000900,-0.000900,0,2.980,0.230,-0.230,0,0.266,0.021,-0.021,0,,,,,,,,,,2457219.822940,0.011190,-0.009000,0,0
